kind,4_x,4_y,8_x,8_y,12_x,12_y,16_x,16_y,20_x,20_y
paper,-0.04266731068491936,-0.01906513050198555,-0.04408803582191467,-0.017655642703175545,-0.04104806110262871,0.00952477939426899,-0.03789325803518295,0.02371298149228096,-0.03317233547568321,0.024533087387681007
paper,-0.03399388864636421,-0.0021523600444197655,-0.034246087074279785,-0.008484985679388046,-0.038373567163944244,0.02140311524271965,-0.04643957316875458,0.02997814677655697,-0.04648011922836304,-0.0010322672314941883
paper,-0.04051944240927696,-0.016453836113214493,-0.039510633796453476,-0.011854011565446854,-0.0427650511264801,0.01446007564663887,-0.04542478546500206,0.02498645707964897,-0.04476205259561539,0.003913416061550379
paper,-0.03200710937380791,-0.0034613581374287605,-0.03887278586626053,-0.008458070456981659,-0.044845134019851685,0.012434318661689758,-0.055359676480293274,0.019038405269384384,-0.053748227655887604,-0.006015061866492033
paper,-0.029142623767256737,-0.004165505524724722,-0.03328312188386917,-0.010033717378973961,-0.04008132964372635,0.008711529895663261,-0.0517999567091465,0.01335432194173336,-0.05344938859343529,-0.018237408250570297
paper,-0.02954760566353798,-0.004815368913114071,-0.03594473376870155,-0.009742496535182,-0.04003339633345604,0.006952805444598198,-0.05026404559612274,0.014216683804988861,-0.053164806216955185,-0.012723395600914955
paper,-0.02762223780155182,0.004030540585517883,-0.0398675799369812,0.005267621949315071,-0.03919070214033127,0.03425654023885727,-0.052272699773311615,0.03076431341469288,-0.05497118830680847,0.0040287598967552185
paper,-0.026088083162903786,0.0013412521220743656,-0.04032784700393677,0.01117037795484066,-0.04092198982834816,0.03769208863377571,-0.05076628178358078,0.03524316847324371,-0.0494086816906929,0.00929053034633398
paper,-0.033881206065416336,-0.0028395052067935467,-0.04465426504611969,-0.0002963864244520664,-0.043736547231674194,0.030703388154506683,-0.05159863457083702,0.027704767882823944,-0.047805048525333405,0.004655842203646898
paper,-0.025954602286219597,-0.02243109419941902,-0.03725212812423706,-0.006025304086506367,-0.034145135432481766,0.0304140392690897,-0.03919346258044243,0.03120304085314274,-0.043531835079193115,0.026159152388572693
paper,-0.03376985713839531,-0.016781311482191086,-0.03302992135286331,-0.006463449448347092,-0.028196264058351517,0.033253397792577744,-0.03515239804983139,0.033683232963085175,-0.043128836899995804,0.030443688854575157
paper,-0.04500555619597435,0.014625512063503265,-0.04924997314810753,0.003205488435924053,-0.04789140820503235,0.026418102905154228,-0.053399547934532166,0.029671214520931244,-0.048416491597890854,-0.0001704589230939746
paper,-0.02144361101090908,-0.03266226500272751,0.008015763014554977,-0.008925806730985641,0.0013907975517213345,0.013081748969852924,-0.012026317417621613,0.02192039042711258,-0.035191718488931656,0.020215032622218132
paper,-0.017171919345855713,-0.026050366461277008,0.01786639727652073,-1.6749370843172073e-05,0.004542437847703695,0.012907925061881542,-0.010096634738147259,0.020617246627807617,-0.03684917837381363,0.019965190440416336
paper,-0.01895691268146038,-0.022083094343543053,0.030151229351758957,0.000187811441719532,0.011182828806340694,0.01281733624637127,-0.004474914167076349,0.024250831454992294,-0.029714344069361687,0.026199284940958023
paper,-0.013260604813694954,-0.02442868798971176,0.027461495250463486,-0.0038914596661925316,0.010432485491037369,0.007981061935424805,-0.005032530054450035,0.01845771260559559,-0.03112494945526123,0.018324829638004303
paper,-0.01565132662653923,-0.02131226472556591,0.031019771471619606,-0.003432260360568762,0.011454456485807896,0.009511295706033707,-0.0039288923144340515,0.02013416215777397,-0.030461907386779785,0.020170722156763077
paper,-0.017713654786348343,-0.02065751887857914,0.03246660158038139,-0.004804070573300123,0.0115816630423069,0.010055321268737316,-0.0033743400126695633,0.02021227963268757,-0.028286678716540337,0.021852824836969376
paper,-0.013935249298810959,-0.02106359601020813,0.036159176379442215,-0.0012182258069515228,0.012734116986393929,0.012311977334320545,-0.0011098259128630161,0.022045258432626724,-0.02712429314851761,0.021972564980387688
paper,-0.015752997249364853,-0.023205064237117767,0.032309576869010925,-0.0077485209330916405,0.01264080312103033,0.010024050250649452,-0.0023527098819613457,0.019940685480833054,-0.027589699253439903,0.020330457016825676
paper,-0.016426123678684235,-0.020773928612470627,0.034044716507196426,-0.0019071577116847038,0.01213015802204609,0.010458184406161308,-0.0017536832019686699,0.020217176526784897,-0.027523905038833618,0.021438369527459145
paper,-0.013275888748466969,-0.02311752736568451,0.03414151072502136,-0.002163906581699848,0.011074087582528591,0.010838537476956844,-0.0029718922451138496,0.021586498245596886,-0.027854688465595245,0.022708913311362267
paper,-0.017888033762574196,-0.020806826651096344,0.029289914295077324,-0.0024885227903723717,0.009286129847168922,0.009983996860682964,-0.005608383100479841,0.018926046788692474,-0.03331364691257477,0.01955796778202057
paper,-0.01785486750304699,-0.02202228643000126,0.031406693160533905,-0.0006570369005203247,0.010274341329932213,0.010277757421135902,-0.005366588942706585,0.020020488649606705,-0.031002935022115707,0.02242155745625496
paper,-0.01889626495540142,-0.019565090537071228,0.02842336893081665,-0.0012471633963286877,0.010403468273580074,0.011683864519000053,-0.004326941445469856,0.020457355305552483,-0.030422791838645935,0.02138773538172245
paper,-0.019050579518079758,-0.02144668996334076,0.02440713159739971,-0.003331761108711362,0.009323426522314548,0.011340143159031868,-0.005131960846483707,0.02003340609371662,-0.03135208413004875,0.021287458017468452
paper,-0.018427912145853043,-0.02154167741537094,0.02601304091513157,-0.0005047549493610859,0.009936188347637653,0.0103037403896451,-0.005125036463141441,0.01945279911160469,-0.031202102079987526,0.020808573812246323
paper,-0.018838949501514435,-0.020470259711146355,0.026806633919477463,-0.0020931896287947893,0.00979728065431118,0.01255959365516901,-0.005094415973871946,0.021959614008665085,-0.030870558694005013,0.023663105443120003
paper,-0.020737720653414726,-0.020412171259522438,0.023902064189314842,-0.0012590517289936543,0.008684034459292889,0.011863404884934425,-0.0051397099159657955,0.021198060363531113,-0.032081473618745804,0.02222088910639286
paper,-0.024966249242424965,-0.020037438720464706,0.02197435311973095,-0.004123458173125982,0.0069277724251151085,0.013795112259685993,-0.00902681052684784,0.022818677127361298,-0.03458475321531296,0.0239131897687912
paper,-0.02378455176949501,-0.01837386190891266,0.023405734449625015,-0.002484856639057398,0.006841476075351238,0.015405122190713882,-0.008178339339792728,0.024947186931967735,-0.03163696825504303,0.027806272730231285
paper,-0.03032226860523224,-0.018412871286273003,0.01574048399925232,-0.007435934152454138,0.00604464253410697,0.014082308858633041,-0.009153971448540688,0.023893119767308235,-0.03315890580415726,0.026384294033050537
paper,-0.025699086487293243,-0.01998748630285263,0.020965587347745895,-0.004064933396875858,0.005184590816497803,0.01481841690838337,-0.012720756232738495,0.02608092501759529,-0.03291502594947815,0.031049536541104317
paper,-0.030077632516622543,-0.021366160362958908,0.016446508467197418,-0.0033539426513016224,0.0027010245248675346,0.015222328715026379,-0.01372549869120121,0.025648530572652817,-0.03143461048603058,0.029911011457443237
paper,-0.02932044491171837,-0.023317910730838776,-0.0009125816286541522,-0.004836811684072018,-0.003274862188845873,0.020576048642396927,-0.015655040740966797,0.029796460643410683,-0.0334809310734272,0.032977938652038574
paper,-0.027849186211824417,-0.027879774570465088,-0.0112370690330863,-0.017636964097619057,-0.010762509889900684,0.017514429986476898,-0.021659528836607933,0.02791939303278923,-0.035124536603689194,0.02930058352649212
paper,-0.02540087327361107,-0.02754061296582222,-0.014659872278571129,-0.014543592929840088,-0.014239266514778137,0.019209226593375206,-0.021196603775024414,0.02709144912660122,-0.032903414219617844,0.02819017693400383
paper,-0.03210153803229332,-0.025637054815888405,-0.0058517735451459885,-0.008297640830278397,-0.009421240538358688,0.01929990015923977,-0.016463762149214745,0.02560373768210411,-0.024817802011966705,0.030403820797801018
paper,-0.03178514540195465,-0.02423498034477234,-0.014138724654912949,-0.003421437693759799,-0.012699081562459469,0.02292904630303383,-0.01849229261279106,0.029684005305171013,-0.024859478697180748,0.03495419770479202
paper,-0.03113095462322235,0.002791339298710227,-0.04546314477920532,-0.00025305035524070263,-0.042100779712200165,0.029061082750558853,-0.048617273569107056,0.03240809962153435,-0.048353783786296844,0.0064206356182694435
paper,-0.020097170025110245,0.004209717735648155,-0.037182316184043884,-0.003958890214562416,-0.04163923114538193,0.02341090515255928,-0.05543097108602524,0.024137292057275772,-0.05329372361302376,-0.0007454203441739082
paper,-0.0387006439268589,-0.01473851315677166,-0.035028114914894104,-0.009983659721910954,-0.04020582512021065,0.012960581108927727,-0.04659853130578995,0.012957554310560226,-0.04437839984893799,0.009119872003793716
paper,-0.04327641427516937,-0.01737172156572342,-0.03881208971142769,-0.0074187470600008965,-0.038511455059051514,0.018718058243393898,-0.041282013058662415,0.021243397146463394,-0.03941477835178375,0.020455535501241684
paper,-0.05458443611860275,-0.017103537917137146,-0.04043636843562126,-0.011126761324703693,-0.04234662652015686,0.014915820211172104,-0.041827332228422165,0.015524638816714287,-0.03812455013394356,0.019398409873247147
paper,-0.057436611503362656,-0.013583710417151451,-0.04729251563549042,-0.009757662191987038,-0.04813457280397415,0.015369003638625145,-0.04071052744984627,0.01739642024040222,-0.03471635654568672,0.02466895431280136
